Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,AOV,Purchase_Frequency,Lifespan_Score,CLV
46,3,1063.95,3,4,4,344,Loyal Customers,354.65000000000003,3,319,929.8631506849315
51,1,415.8200000000001,3,2,2,322,Need Attention,415.8200000000001,1,314,357.7191232876713
1,13,4206.39,5,5,5,555,Champions,323.5684615384616,13,364,4194.8656438356165
23,17,5488.18,4,5,5,455,Champions,322.83411764705886,17,342,5142.349479452056
46,3,784.58,3,4,3,343,Loyal Customers,261.5266666666667,3,319,685.7014246575344
50,3,903.9,3,4,3,343,Loyal Customers,301.3,3,315,780.0780821917809
306,4,3651.27,1,4,5,145,Loyal Customers,912.8175,4,59,590.2052876712329
36,5,515.77,3,4,3,343,Loyal Customers,103.154,5,329,464.8995342465753
79,4,1391.98,2,4,4,244,Loyal Customers,347.995,4,286,1090.7021369863014
22,6,2218.62,4,5,5,455,Champions,369.77,6,343,2084.8949589041094
107,5,1801.14,2,4,4,244,Loyal Customers,360.228,5,258,1273.1345753424657
208,2,1303.91,1,3,4,134,At Risk,651.955,2,157,560.8599178082193
17,4,1945.33,4,4,4,444,Champions,486.3325,4,348,1854.7255890410959
64,5,2100.6,3,4,5,345,Loyal Customers,420.12,5,301,1732.275616438356
49,4,1905.45,3,4,4,344,Loyal Customers,476.3625,4,316,1649.6498630136987
320,1,206.98,1,2,1,121,Lost,206.98,1,45,25.51808219178082
44,2,570.96,3,3,3,333,Need Attention,285.48,2,321,502.1319452054795
3,2,885.47,5,3,3,533,Need Attention,442.735,2,362,878.1921643835617
172,1,532.94,2,2,3,223,Lost,532.94,1,193,281.80115068493154
56,3,1654.31,3,4,4,344,Loyal Customers,551.4366666666666,3,309,1400.4980547945204
73,14,1836.09,2,5,4,254,Loyal Customers,131.1492857142857,14,292,1468.8719999999998
99,2,636.14,2,3,3,233,At Risk,318.07,2,266,463.59791780821917
38,1,576.0,3,2,3,323,Need Attention,576.0,1,327,516.0328767123287
58,3,794.64,3,4,3,343,Loyal Customers,264.88,3,307,668.3684383561643
254,1,836.79,1,2,3,123,Lost,836.79,1,111,254.47586301369864
70,4,2222.65,3,4,5,345,Loyal Customers,555.6625,4,295,1796.3883561643836
44,4,954.09,3,4,4,344,Loyal Customers,238.5225,4,321,839.0764109589041
50,1,137.37,3,2,1,321,Need Attention,137.37,1,315,118.55219178082193
65,1,391.98,3,2,2,322,Need Attention,391.98,1,300,322.17534246575343
11,19,33643.08,5,5,5,555,Champions,1770.6884210526316,19,354,32629.17895890411
33,3,1048.49,4,4,4,444,Champions,349.49666666666667,3,332,953.6950136986302
59,2,355.56,3,3,2,332,Need Attention,177.78,2,306,298.08591780821916
73,4,1224.06,2,4,4,244,Loyal Customers,306.015,4,292,979.248
304,1,118.95,1,2,1,121,Lost,118.95,1,61,19.879315068493153
46,1,130.73999999999998,3,2,1,321,Need Attention,130.73999999999998,1,319,114.26317808219176
18,8,3711.77,4,5,5,455,Champions,463.97125,8,347,3528.723808219178
38,2,389.27,3,3,2,332,Need Attention,194.635,2,327,348.74326027397257
19,2,234.88,4,3,1,431,Need Attention,117.44,2,346,222.6533698630137
187,2,160.71,1,3,1,131,At Risk,80.355,2,178,78.37364383561645
52,1,110.8,3,2,1,321,Need Attention,110.8,1,313,95.01479452054795
4,12,2969.12,5,5,5,555,Champions,247.42666666666665,12,361,2936.581698630137
137,5,712.24,2,4,3,243,Loyal Customers,142.448,5,228,444.9060821917808
4,27,16142.38,5,5,5,555,Champions,597.8659259259259,27,361,15965.477205479452
19,1,297.0,4,2,2,422,Potential Loyalists,297.0,1,346,281.53972602739725
16,5,1427.57,4,4,4,444,Champions,285.514,5,349,1364.991589041096
41,8,965.16,3,5,4,354,Loyal Customers,120.645,8,324,856.7447671232877
12,8,3146.92,5,5,5,555,Champions,393.365,8,353,3043.4596164383565
8,4,832.88,5,4,3,543,Champions,208.22,4,357,814.625095890411
26,2,68.84,4,3,1,431,Need Attention,34.42,2,339,63.936328767123285
22,6,1936.32,4,5,4,454,Champions,322.71999999999997,6,343,1819.6103013698628
41,3,895.13,3,4,3,343,Loyal Customers,298.37666666666667,3,324,794.5811506849316
101,1,211.89,2,2,1,221,Lost,211.89,1,264,153.25742465753424
5,15,3803.6,5,5,5,555,Champions,253.57333333333332,15,360,3751.4958904109585
277,2,149.64,1,3,1,131,At Risk,74.82,2,88,36.07758904109589
33,1,351.44,4,2,2,422,Potential Loyalists,351.44,1,332,319.6659726027397
15,2,316.25,4,3,2,432,Need Attention,158.125,2,350,303.25342465753425
64,7,4405.88,3,5,5,355,Loyal Customers,629.4114285714286,7,301,3633.3421369863017
2,2,490.33,5,3,3,533,Need Attention,245.165,2,363,487.6432602739726
369,1,329.03,1,2,2,122,Lost,329.03,1,-4,-3.605808219178082
312,5,501.39,1,4,3,143,Loyal Customers,100.27799999999999,5,53,72.80457534246574
199,4,514.08,1,4,3,143,Loyal Customers,128.52,4,166,233.8007671232877
2,2,396.48,5,3,2,532,Need Attention,198.24,2,363,394.3075068493151
93,1,349.35,2,2,2,222,Lost,349.35,1,272,260.3375342465754
60,1,181.09,3,2,1,321,Need Attention,181.09,1,305,151.32178082191783
81,1,162.64,2,2,1,221,Lost,162.64,1,284,126.54728767123287
157,2,400.77,2,3,2,232,At Risk,200.385,2,208,228.384
227,1,509.13,1,2,3,123,Lost,509.13,1,138,192.49298630136985
253,2,257.6,1,3,2,132,At Risk,128.8,2,112,79.04438356164384
150,1,179.17,2,2,1,221,Lost,179.17,1,215,105.53849315068493
194,2,208.59,1,3,1,131,At Risk,104.295,2,171,97.72298630136987
1,5,1383.83,5,4,4,544,Champions,276.76599999999996,5,364,1380.0386849315069
369,1,56.25,1,2,1,121,Lost,56.25,1,-4,-0.6164383561643836
24,1,337.28000000000003,4,2,2,422,Potential Loyalists,337.28000000000003,1,341,315.1026849315069
17,3,349.75,4,4,2,442,Champions,116.58333333333333,3,348,333.46027397260275
10,7,5126.76,5,5,5,555,Champions,732.3942857142857,7,355,4986.300821917808
8,1,164.68,5,2,1,521,Potential Loyalists,164.68,1,357,161.07057534246576
20,7,1567.69,4,5,4,454,Champions,223.9557142857143,7,345,1481.789178082192
4,3,881.87,5,4,3,543,Champions,293.95666666666665,3,361,872.2056712328766
174,1,191.94,2,2,1,221,Lost,191.94,1,191,100.43983561643834
1,8,1228.88,5,5,4,554,Champions,153.61,8,364,1225.5132054794522
178,2,264.62,2,3,2,232,At Risk,132.31,2,187,135.57243835616438
16,8,1502.86,4,5,4,454,Champions,187.8575,8,349,1436.981205479452
248,1,123.1,1,2,1,121,Lost,123.1,1,117,39.45945205479452
191,2,334.23,1,3,2,132,At Risk,167.115,2,174,159.3315616438356
20,2,525.69,4,3,3,433,Need Attention,262.845,2,345,496.88506849315075
154,3,163.55,2,4,1,241,Loyal Customers,54.51666666666667,3,211,94.54534246575342
173,1,323.03000000000003,2,2,2,222,Lost,323.03000000000003,1,192,169.9226301369863
373,1,369.5,1,2,2,122,Lost,369.5,1,-8,-8.098630136986301
373,1,127.08,1,2,1,121,Lost,127.08,1,-8,-2.7853150684931505
194,1,207.15,1,2,1,121,Lost,207.15,1,171,97.04835616438356
67,1,426.63,3,2,2,322,Need Attention,426.63,1,298,348.31709589041094
4,8,2495.87,5,5,5,555,Champions,311.98375,8,361,2468.518
21,3,1107.46,4,4,4,444,Champions,369.15333333333336,3,344,1043.7431232876713
239,1,108.04,1,2,1,121,Lost,108.04,1,126,37.29600000000001
64,1,145.35000000000002,3,2,1,321,Need Attention,145.35000000000002,1,301,119.86397260273975
112,5,404.58,2,4,2,242,Loyal Customers,80.916,5,253,280.43490410958907
90,14,6100.01,2,5,5,255,Loyal Customers,435.71500000000003,14,275,4595.89794520548
311,1,35.8,1,2,1,121,Lost,35.8,1,54,5.2964383561643835
134,1,337.44,2,2,2,222,Lost,337.44,1,231,213.55791780821917
277,1,325.1,1,2,2,122,Lost,325.1,1,88,78.38027397260275
365,1,181.0,1,2,1,121,Lost,181.0,1,0,0.0
83,1,1708.24,2,2,4,224,Lost,1708.24,1,282,1319.790904109589
8,2,955.24,5,3,4,534,Need Attention,477.62,2,357,934.3032328767123
17,2,364.72,4,3,2,432,Need Attention,182.36,2,348,347.7330410958904
32,4,1744.71,4,4,4,444,Champions,436.1775,4,333,1591.7491232876714
9,2,708.22,5,3,3,533,Need Attention,354.11,2,356,690.7570410958905
34,4,781.91,3,4,3,343,Loyal Customers,195.4775,4,331,709.0745479452055
15,8,1657.28,4,5,4,454,Champions,207.16,8,350,1589.172602739726
24,14,4416.26,4,5,5,455,Champions,315.44714285714286,14,341,4125.875780821918
32,1,428.89,4,2,2,422,Potential Loyalists,428.89,1,333,391.28868493150685
74,1,104.35,2,2,1,221,Lost,104.35,1,291,83.19410958904109
20,2,470.76,4,3,2,432,Need Attention,235.38,2,345,444.9649315068493
17,4,808.87,4,4,3,443,Champions,202.2175,4,348,771.196602739726
23,2,397.68,4,3,2,432,Need Attention,198.84,2,342,372.6207123287671
3,3,666.1,5,4,3,543,Champions,222.03333333333333,3,362,660.6252054794521
304,1,314.1,1,2,2,122,Lost,314.1,1,61,52.493424657534256
18,12,4194.9,4,5,5,455,Champions,349.575,12,347,3988.0282191780816
367,1,307.82000000000005,1,2,2,122,Lost,307.82000000000005,1,-2,-1.6866849315068495
39,7,3442.15,3,5,5,355,Loyal Customers,491.7357142857143,7,326,3074.3586301369864
84,1,371.01,2,2,2,222,Lost,371.01,1,281,285.62687671232874
165,2,427.64,2,3,2,232,At Risk,213.82,2,200,234.32328767123286
17,2,1054.73,4,3,4,434,Need Attention,527.365,2,348,1005.6055890410959
77,1,1098.78,2,2,4,224,Lost,1098.78,1,288,866.9825753424657
89,3,2398.86,2,4,5,245,Loyal Customers,799.62,3,276,1813.932493150685
25,8,3408.48,4,5,5,455,Champions,426.06,8,340,3175.0224657534245
22,4,1465.12,4,4,4,444,Champions,366.28,4,343,1376.811397260274
3,10,2780.63,5,5,5,555,Champions,278.063,10,362,2757.775506849315
123,2,1142.42,2,3,4,234,At Risk,571.21,2,242,757.4401095890412
30,1,168.12,4,2,1,421,Potential Loyalists,168.12,1,335,154.30191780821917
12,7,1432.77,5,5,4,554,Champions,204.68142857142857,7,353,1385.6652328767123
19,1,156.78,4,2,1,421,Potential Loyalists,156.78,1,346,148.6188493150685
44,2,792.11,3,3,3,333,Need Attention,396.055,2,321,696.6227671232878
4,1,41.99,5,2,1,521,Potential Loyalists,41.99,1,361,41.52983561643836
9,7,2768.97,5,5,5,555,Champions,395.5671428571428,7,356,2700.69402739726
55,1,414.27,3,2,2,322,Need Attention,414.27,1,310,351.8457534246575
88,6,1032.58,2,5,4,254,Loyal Customers,172.09666666666666,6,277,783.629205479452
37,5,3080.22,3,4,5,345,Loyal Customers,616.044,5,328,2767.9785205479448
3,3,12393.7,5,4,5,545,Champions,4131.233333333334,3,362,12291.83397260274
30,5,2735.37,4,4,5,445,Champions,547.074,5,335,2510.5450684931507
12,4,578.71,5,4,3,543,Champions,144.6775,4,353,559.6839178082192
211,1,101.4,1,2,1,121,Lost,101.4,1,154,42.78246575342466
48,4,1693.81,3,4,4,344,Loyal Customers,423.4525,4,317,1471.0623835616439
24,3,478.78,4,4,2,442,Champions,159.59333333333333,3,341,447.29857534246577
22,4,972.11,4,4,4,444,Champions,243.0275,4,343,913.5170684931508
246,3,392.4,1,4,2,142,Loyal Customers,130.79999999999998,3,119,127.93315068493149
8,16,3352.96,5,5,5,555,Champions,209.56,16,357,3279.470465753425
35,3,1415.29,3,4,4,344,Loyal Customers,471.7633333333333,3,330,1279.5772602739726
4,47,37130.6,5,5,5,555,Champions,790.0127659574467,47,361,36723.68931506849
38,3,646.83,3,4,3,343,Loyal Customers,215.61,3,327,579.488794520548
4,3,704.26,5,4,3,543,Champions,234.75333333333333,3,361,696.5420821917809
3,8,1465.51,5,5,4,554,Champions,183.18875,8,362,1453.464712328767
47,1,211.88,3,2,1,321,Need Attention,211.88,1,318,184.5968219178082
39,2,408.9,3,3,2,332,Need Attention,204.45,2,326,365.20931506849314
47,9,3786.24,3,5,5,355,Loyal Customers,420.6933333333333,9,318,3298.6967671232874
17,3,851.01,4,4,3,443,Champions,283.67,3,348,811.3739178082192
260,1,602.63,1,2,3,123,Lost,602.63,1,105,173.35931506849315
46,3,719.81,3,4,3,343,Loyal Customers,239.93666666666664,3,319,629.0942191780821
12,1,245.75,5,2,1,521,Potential Loyalists,245.75,1,353,237.6705479452055
30,1,439.66,4,2,2,422,Potential Loyalists,439.66,1,335,403.52356164383565
43,1,236.09,3,2,1,321,Need Attention,236.09,1,322,208.2766575342466
92,6,934.62,2,5,4,254,Loyal Customers,155.77,6,273,699.0445479452056
39,62,72708.09,3,5,5,355,Loyal Customers,1172.711129032258,62,326,64939.28038356164
310,1,331.24,1,2,2,122,Lost,331.24,1,55,49.91287671232877
92,2,547.9,2,3,3,233,At Risk,273.95,2,273,409.79917808219176
6,20,8778.82,5,5,5,555,Champions,438.941,20,359,8634.510630136985
196,3,437.7000000000001,1,4,2,142,Loyal Customers,145.90000000000003,3,169,202.661095890411
87,2,758.9200000000001,2,3,3,233,At Risk,379.46000000000004,2,278,578.0267397260275
270,3,855.02,1,4,3,143,Loyal Customers,285.00666666666666,3,95,222.5394520547945
8,3,471.78,5,4,2,542,Champions,157.26,3,357,461.43961643835615
65,3,1313.55,3,4,4,344,Loyal Customers,437.84999999999997,3,300,1079.6301369863013
31,3,3166.4,4,4,5,445,Champions,1055.4666666666667,3,334,2897.472876712329
22,5,1177.47,4,4,4,444,Champions,235.494,5,343,1106.499205479452
38,4,773.99,3,4,3,343,Loyal Customers,193.4975,4,327,693.4102191780822
120,4,1340.7,2,4,4,244,Loyal Customers,335.175,4,245,899.9219178082192
373,2,256.44,1,3,2,132,At Risk,128.22,2,-8,-5.620602739726027
40,3,1074.81,3,4,4,344,Loyal Customers,358.27,3,325,957.022602739726
174,1,137.9,2,2,1,221,Lost,137.9,1,191,72.16136986301369
54,1,362.06,3,2,2,322,Need Attention,362.06,1,311,308.49495890410964
33,2,1511.95,4,3,4,434,Need Attention,755.975,2,332,1375.2531506849316
145,1,783.9,2,2,3,223,Lost,783.9,1,220,472.48767123287666
221,1,134.8,1,2,1,121,Lost,134.8,1,144,53.1813698630137
45,1,650.75,3,2,3,323,Need Attention,650.75,1,320,570.5205479452054
16,7,2263.12,4,5,5,455,Champions,323.30285714285714,7,349,2163.914739726027
66,6,1453.16,3,5,4,354,Loyal Customers,242.19333333333336,6,299,1190.3968219178082
10,4,1153.62,5,4,4,544,Champions,288.405,4,355,1122.0139726027396
260,1,335.32,1,2,2,122,Lost,335.32,1,105,96.46191780821917
365,1,367.14,1,2,2,122,Lost,367.14,1,0,0.0
17,5,1521.04,4,4,4,444,Champions,304.20799999999997,5,348,1450.1970410958904
22,2,852.15,4,3,3,433,Need Attention,426.075,2,343,800.7875342465753
45,1,326.24,3,2,2,322,Need Attention,326.24,1,320,286.0186301369863
288,1,584.3199999999999,1,2,3,123,Lost,584.3199999999999,1,77,123.26750684931505
297,1,122.4,1,2,1,121,Lost,122.4,1,68,22.80328767123288
3,10,2234.73,5,5,5,555,Champions,223.473,10,362,2216.3623561643835
284,1,79.2,1,2,1,121,Lost,79.2,1,81,17.575890410958905
17,3,1352.0,4,4,4,444,Champions,450.6666666666667,3,348,1289.0301369863014
82,2,217.16,2,3,1,231,At Risk,108.58,2,283,168.3733698630137
56,5,2799.42,3,4,5,345,Loyal Customers,559.884,5,309,2369.9199452054795
101,2,1317.62,2,3,4,234,At Risk,658.81,2,264,953.018301369863
299,1,436.18,1,2,2,122,Lost,436.18,1,66,78.87090410958905
23,5,981.51,4,4,4,444,Champions,196.302,5,342,919.6614246575343
59,5,1121.39,3,4,4,344,Loyal Customers,224.27800000000002,5,306,940.1242191780823
155,2,315.06,2,3,2,232,At Risk,157.53,2,210,181.26739726027395
115,3,817.86,2,4,3,243,Loyal Customers,272.62,3,250,560.1780821917808
107,1,17.0,2,2,1,221,Lost,17.0,1,258,12.016438356164382
12,4,1078.23,5,4,4,544,Champions,269.5575,4,353,1042.7813424657534
264,1,320.62,1,2,2,122,Lost,320.62,1,101,88.71950684931507
240,1,185.05,1,2,1,121,Lost,185.05,1,125,63.37328767123288
88,7,2005.63,2,5,4,254,Loyal Customers,286.5185714285714,7,277,1522.0808493150685
50,3,731.9,3,4,3,343,Loyal Customers,243.96666666666667,3,315,631.6397260273973
71,1,1290.7,3,2,4,324,Need Attention,1290.7,1,294,1039.6323287671235
42,3,1842.14,3,4,4,344,Loyal Customers,614.0466666666667,3,323,1630.1677260273975
7,6,1429.64,5,5,4,554,Champions,238.27333333333334,6,358,1402.2222465753425
62,1,298.21,3,2,2,322,Need Attention,298.21,1,303,247.5551506849315
249,1,336.96,1,2,2,122,Lost,336.96,1,116,107.08865753424658
66,1,108.38,3,2,1,321,Need Attention,108.38,1,299,88.7825205479452
18,7,3204.1600000000003,4,5,5,455,Champions,457.7371428571429,7,347,3046.1466301369865
85,1,842.5,2,2,3,223,Lost,842.5,1,280,646.3013698630136
219,2,611.88,1,3,3,133,At Risk,305.94,2,146,244.752
45,3,1320.95,3,4,4,344,Loyal Customers,440.31666666666666,3,320,1158.0931506849315
143,4,195.74,2,4,1,241,Loyal Customers,48.935,4,222,119.05282191780823
183,1,161.38,1,2,1,121,Lost,161.38,1,182,80.46893150684932
171,1,135.75000000000003,2,2,1,221,Lost,135.75000000000003,1,194,72.15205479452057
10,8,1660.88,5,5,4,554,Champions,207.61,8,355,1615.3764383561645
212,1,612.78,1,2,3,123,Lost,612.78,1,153,256.86394520547947
190,1,232.21,1,2,1,121,Lost,232.21,1,175,111.33356164383561
8,2,423.36,5,3,2,532,Need Attention,211.68,2,357,414.08087671232875
59,4,1309.14,3,4,4,344,Loyal Customers,327.285,4,306,1097.525589041096
57,2,854.66,3,3,3,333,Need Attention,427.33,2,308,721.1925479452054
73,4,684.42,2,4,3,243,Loyal Customers,171.105,4,292,547.536
52,1,307.78000000000003,3,2,2,322,Need Attention,307.78000000000003,1,313,263.93189041095894
317,1,249.0,1,2,2,122,Lost,249.0,1,48,32.74520547945205
367,1,289.35,1,2,2,122,Lost,289.35,1,-2,-1.5854794520547946
29,4,6287.77,4,4,5,445,Champions,1571.9425,4,336,5788.193753424658
39,1,656.25,3,2,3,323,Need Attention,656.25,1,326,586.1301369863014
18,5,1880.22,4,4,4,444,Champions,376.044,5,347,1787.496821917808
52,6,3506.54,3,5,5,355,Loyal Customers,584.4233333333333,6,313,3006.9781369863013
4,33,14589.04,5,5,5,555,Champions,442.09212121212124,33,361,14429.160109589042
22,2,618.09,4,3,3,433,Need Attention,309.045,2,343,580.8352602739726
263,1,517.55,1,2,3,123,Lost,517.55,1,102,144.6304109589041
60,3,709.38,3,4,3,343,Loyal Customers,236.46,3,305,592.7695890410959
19,3,635.4100000000001,4,4,3,443,Champions,211.80333333333337,3,346,602.3338630136986
66,2,725.1800000000001,3,3,3,333,Need Attention,362.59000000000003,2,299,594.0515616438356
88,1,620.4,2,2,3,223,Lost,620.4,1,277,470.8241095890411
250,1,535.34,1,2,3,123,Lost,535.34,1,115,168.66876712328767
3,6,2424.94,5,5,5,555,Champions,404.1566666666667,6,362,2405.00898630137
247,1,175.2,1,2,1,121,Lost,175.2,1,118,56.64
9,11,3799.49,5,5,5,555,Champions,345.4081818181818,11,356,3705.803945205479
157,3,734.13,2,4,3,243,Loyal Customers,244.71,3,208,418.35353424657535
134,1,375.0,2,2,2,222,Lost,375.0,1,231,237.32876712328766
296,1,76.32000000000001,1,2,1,121,Lost,76.32000000000001,1,69,14.427616438356166
5,2,280.52,5,3,2,532,Need Attention,140.26,2,360,276.6772602739726
43,5,2053.02,3,4,5,345,Loyal Customers,410.604,5,322,1811.1573698630139
269,1,1829.04,1,2,4,124,Lost,1829.04,1,96,481.0625753424657
50,5,1824.23,3,4,4,344,Loyal Customers,364.846,5,315,1574.3354794520549
9,9,3092.04,5,5,5,555,Champions,343.56,9,356,3015.797917808219
16,3,656.69,4,4,3,443,Champions,218.89666666666668,3,349,627.9035890410959
282,1,348.2,1,2,2,122,Lost,348.2,1,83,79.17972602739727
65,2,1025.44,3,3,4,334,Need Attention,512.72,2,300,842.827397260274
2,19,5533.67,5,5,5,555,Champions,291.2457894736842,19,363,5503.348520547946
252,1,37.4,1,2,1,121,Lost,37.4,1,113,11.578630136986302
232,2,856.6,1,3,3,133,At Risk,428.3,2,133,312.1309589041096
17,3,822.48,4,4,3,443,Champions,274.16,3,348,784.1727123287671
11,27,3787.6,5,5,5,555,Champions,140.28148148148148,27,354,3673.4531506849316
8,4,1822.97,5,4,4,544,Champions,455.7425,4,357,1783.014493150685
51,6,1885.05,3,5,4,354,Loyal Customers,314.175,6,314,1621.6594520547947
59,1,73.19999999999999,3,2,1,321,Need Attention,73.19999999999999,1,306,61.3676712328767
95,5,1140.21,2,4,4,244,Loyal Customers,228.042,5,270,843.4430136986301
16,6,1418.32,4,5,4,454,Champions,236.38666666666666,6,349,1356.1470684931505
126,3,1009.55,2,4,4,244,Loyal Customers,336.51666666666665,3,239,661.047808219178
94,4,1037.59,2,4,4,244,Loyal Customers,259.3975,4,271,770.3750410958903
50,1,331.95,3,2,2,322,Need Attention,331.95,1,315,286.47739726027396
138,1,197.9,2,2,1,221,Lost,197.9,1,227,123.07753424657534
61,1,215.83,3,2,1,321,Need Attention,215.83,1,304,179.75978082191781
100,8,10254.18,2,5,5,255,Loyal Customers,1281.7725,8,265,7444.815616438356
73,1,305.54,2,2,2,222,Lost,305.54,1,292,244.43200000000002
72,4,6617.65,3,4,5,345,Loyal Customers,1654.4125,4,293,5312.250547945206
67,1,338.71000000000004,3,2,2,322,Need Attention,338.71000000000004,1,298,276.53583561643836
64,6,1158.79,3,5,4,354,Loyal Customers,193.13166666666666,6,301,955.604904109589
17,2,529.41,4,3,3,433,Need Attention,264.705,2,348,504.75254794520544
23,12,4006.94,4,5,5,455,Champions,333.9116666666667,12,342,3754.4478904109596
32,15,6911.4400000000005,4,5,5,455,Champions,460.7626666666667,15,333,6305.505534246576
45,4,981.86,3,4,4,344,Loyal Customers,245.465,4,320,860.8087671232877
16,2,215.48,4,3,1,431,Need Attention,107.74,2,349,206.034301369863
40,1,215.08,3,2,1,321,Need Attention,215.08,1,325,191.5095890410959
3,13,5180.52,5,5,5,555,Champions,398.5015384615385,13,362,5137.940383561644
237,1,314.45,1,2,2,122,Lost,314.45,1,128,110.27287671232877
75,1,400.68,2,2,2,222,Lost,400.68,1,290,318.34849315068493
4,2,1068.87,5,3,4,534,Need Attention,534.435,2,361,1057.1563561643834
3,4,1863.47,5,4,4,544,Champions,465.8675,4,362,1848.1538082191782
361,1,365.27,1,2,2,122,Lost,365.27,1,4,4.0029589041095885
59,4,592.9,3,4,3,343,Loyal Customers,148.225,4,306,497.0613698630137
23,1,384.18,4,2,2,422,Potential Loyalists,384.18,1,342,359.971397260274
31,4,751.03,4,4,3,443,Champions,187.7575,4,334,687.2438904109589
55,4,537.0600000000001,3,4,3,343,Loyal Customers,134.26500000000001,4,310,456.13315068493154
25,1,394.38,4,2,2,422,Potential Loyalists,394.38,1,340,367.36767123287666
45,2,664.26,3,3,3,333,Need Attention,332.13,2,320,582.3649315068493
89,5,2262.62,2,4,5,245,Loyal Customers,452.524,5,276,1710.9126575342466
2,17,21076.3,5,5,5,555,Champions,1239.7823529411764,17,363,20960.813424657536
89,1,547.02,2,2,3,223,Lost,547.02,1,276,413.6370410958904
