Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
76,1,302.2,2,2,2,222,Lost
262,2,605.58,1,3,3,133,At Risk
281,1,387.31,1,2,2,122,Lost
58,8,6083.64,3,5,5,355,Loyal Customers
25,1,308.48,4,2,2,422,Potential Loyalists
3,31,91062.38,5,5,5,555,Champions
29,10,2924.9900000000002,4,5,5,455,Champions
72,1,513.2,3,2,3,323,Need Attention
128,1,208.65,2,2,1,221,Lost
31,4,639.02,4,4,3,443,Champions
15,5,764.88,4,4,3,443,Champions
309,1,153.94,1,2,1,121,Lost
17,6,1844.02,4,5,4,454,Champions
54,1,546.81,3,2,3,323,Need Attention
30,3,723.21,4,4,3,443,Champions
2,5,1066.15,5,4,4,544,Champions
11,4,652.74,5,4,3,543,Champions
361,1,145.0,1,2,1,121,Lost
360,1,422.7,1,2,2,122,Lost
5,4,1195.8999999999999,5,4,4,544,Champions
54,4,939.37,3,4,4,344,Loyal Customers
1,8,3628.5,5,5,5,555,Champions
1,10,2362.53,5,5,5,555,Champions
190,1,296.7,1,2,2,122,Lost
54,1,223.36,3,2,1,321,Need Attention
280,1,164.4,1,2,1,121,Lost
177,1,76.5,2,2,1,221,Lost
30,2,887.6700000000001,4,3,3,433,Need Attention
26,1,98.42,4,2,1,421,Potential Loyalists
25,2,578.9,4,3,3,433,Need Attention
270,1,170.75,1,2,1,121,Lost
43,3,642.32,3,4,3,343,Loyal Customers
234,1,103.3,1,2,1,121,Lost
24,2,148.86,4,3,1,431,Need Attention
197,3,267.16,1,4,2,142,Loyal Customers
359,1,290.34,1,2,2,122,Lost
60,4,930.41,3,4,4,344,Loyal Customers
130,1,1487.6,2,2,4,224,Lost
1,5,1952.45,5,4,4,544,Champions
20,2,480.31,4,3,2,432,Need Attention
206,1,157.9,1,2,1,121,Lost
14,3,541.46,5,4,3,543,Champions
95,4,854.95,2,4,3,243,Loyal Customers
19,1,165.12,4,2,1,421,Potential Loyalists
14,7,1122.38,5,5,4,554,Champions
24,3,454.01,4,4,2,442,Champions
8,2,869.77,5,3,3,533,Need Attention
7,8,4331.48,5,5,5,555,Champions
332,1,344.14,1,2,2,122,Lost
50,4,1424.42,3,4,4,344,Loyal Customers
71,4,226.75000000000003,3,4,1,341,Loyal Customers
29,3,380.6,4,4,2,442,Champions
243,1,185.65,1,2,1,121,Lost
8,19,3564.83,5,5,5,555,Champions
218,1,143.45999999999998,1,2,1,121,Lost
5,3,448.90000000000003,5,4,2,542,Champions
253,3,212.77,1,4,1,141,Loyal Customers
1,25,11025.24,5,5,5,555,Champions
236,1,175.27,1,2,1,121,Lost
7,2,1242.3,5,3,4,534,Need Attention
109,4,1116.68,2,4,4,244,Loyal Customers
100,3,1240.2,2,4,4,244,Loyal Customers
60,4,2402.92,3,4,5,345,Loyal Customers
2,3,1466.77,5,4,4,544,Champions
73,7,2203.67,2,5,5,255,Loyal Customers
4,5,3923.86,5,4,5,545,Champions
85,2,993.1800000000001,2,3,4,234,At Risk
12,2,386.69,5,3,2,532,Need Attention
23,7,2806.69,4,5,5,455,Champions
214,1,2044.3700000000001,1,2,5,125,Lost
18,1,161.67000000000002,4,2,1,421,Potential Loyalists
239,1,116.00999999999999,1,2,1,121,Lost
2,6,5054.42,5,5,5,555,Champions
78,1,394.72,2,2,2,222,Lost
217,2,309.36,1,3,2,132,At Risk
33,2,191.99,4,3,1,431,Need Attention
41,5,1098.28,3,4,4,344,Loyal Customers
7,15,3961.12,5,5,5,555,Champions
53,6,2048.45,3,5,5,355,Loyal Customers
23,14,4544.55,4,5,5,455,Champions
57,1,386.32,3,2,2,322,Need Attention
130,3,329.6,2,4,2,242,Loyal Customers
174,3,571.1999999999999,2,4,3,243,Loyal Customers
6,3,930.28,5,4,4,544,Champions
312,1,214.37,1,2,1,121,Lost
60,1,81.44,3,2,1,321,Need Attention
21,3,1379.9,4,4,4,444,Champions
33,1,527.05,4,2,3,423,Potential Loyalists
15,2,843.48,4,3,3,433,Need Attention
18,4,2020.4,4,4,4,444,Champions
81,1,75.75,2,2,1,221,Lost
6,8,1814.1200000000001,5,5,4,554,Champions
170,2,503.6,2,3,3,233,At Risk
2,3,528.33,5,4,3,543,Champions
31,4,1324.84,4,4,4,444,Champions
36,9,2358.59,3,5,5,355,Loyal Customers
19,1,285.56,4,2,2,422,Potential Loyalists
31,2,547.0600000000001,4,3,3,433,Need Attention
276,1,108.5,1,2,1,121,Lost
87,1,621.66,2,2,3,223,Lost
120,2,712.29,2,3,3,233,At Risk
373,1,101.55,1,2,1,121,Lost
1,11,2895.64,5,5,5,555,Champions
219,3,1008.39,1,4,4,144,Loyal Customers
65,1,133.06,3,2,1,321,Need Attention
61,4,1797.5,3,4,4,344,Loyal Customers
138,1,868.49,2,2,3,223,Lost
21,1,166.07999999999998,4,2,1,421,Potential Loyalists
12,10,3945.0,5,5,5,555,Champions
25,12,4867.72,4,5,5,455,Champions
37,4,1207.56,3,4,4,344,Loyal Customers
277,1,117.55,1,2,1,121,Lost
11,7,2638.94,5,5,5,555,Champions
73,5,1674.69,2,4,4,244,Loyal Customers
26,2,595.42,4,3,3,433,Need Attention
17,12,2999.46,4,5,5,455,Champions
141,1,178.75,2,2,1,221,Lost
26,7,1802.91,4,5,4,454,Champions
19,2,604.64,4,3,3,433,Need Attention
4,2,728.16,5,3,3,533,Need Attention
66,5,2055.51,3,4,5,345,Loyal Customers
1,2,347.75,5,3,2,532,Need Attention
43,7,3406.7200000000003,3,5,5,355,Loyal Customers
228,1,205.7,1,2,1,121,Lost
16,4,1572.71,4,4,4,444,Champions
50,2,3178.17,3,3,5,335,Need Attention
2,6,1594.97,5,5,4,554,Champions
74,2,551.04,2,3,3,233,At Risk
1,31,20374.28,5,5,5,555,Champions
4,6,1371.18,5,5,4,554,Champions
2,30,16345.38,5,5,5,555,Champions
264,1,298.11,1,2,2,122,Lost
53,2,1992.1100000000001,3,3,4,334,Need Attention
24,1,184.4,4,2,1,421,Potential Loyalists
10,6,2474.33,5,5,5,555,Champions
44,1,239.41,3,2,1,321,Need Attention
17,7,3155.83,4,5,5,455,Champions
7,7,5739.46,5,5,5,555,Champions
30,15,4726.8,4,5,5,455,Champions
358,2,290.40000000000003,1,3,2,132,At Risk
127,4,725.58,2,4,3,243,Loyal Customers
137,1,200.47,2,2,1,221,Lost
142,1,283.12,2,2,2,222,Lost
132,2,765.34,2,3,3,233,At Risk
38,8,2285.71,3,5,5,355,Loyal Customers
236,1,338.95,1,2,2,122,Lost
261,1,154.95,1,2,1,121,Lost
17,4,2534.64,4,4,5,445,Champions
253,1,417.95,1,2,2,122,Lost
30,4,1824.37,4,4,4,444,Champions
35,3,798.74,3,4,3,343,Loyal Customers
169,2,885.19,2,3,3,233,At Risk
3,9,1823.52,5,5,4,554,Champions
4,17,10504.49,5,5,5,555,Champions
185,2,152.4,1,3,1,131,At Risk
188,2,263.33,1,3,2,132,At Risk
170,1,137.45,2,2,1,221,Lost
11,2,385.1,5,3,2,532,Need Attention
45,1,522.91,3,2,3,323,Need Attention
321,1,153.0,1,2,1,121,Lost
201,1,326.4,1,2,2,122,Lost
23,11,5655.99,4,5,5,455,Champions
232,1,139.35,1,2,1,121,Lost
38,15,5396.04,3,5,5,355,Loyal Customers
26,4,1195.94,4,4,4,444,Champions
96,4,2424.04,2,4,5,245,Loyal Customers
127,6,3276.4000000000005,2,5,5,255,Loyal Customers
71,3,1033.0,3,4,4,344,Loyal Customers
16,11,3439.08,4,5,5,455,Champions
15,1,1060.25,4,2,4,424,Potential Loyalists
4,3,2876.01,5,4,5,545,Champions
3,13,5298.4800000000005,5,5,5,555,Champions
79,4,1240.11,2,4,4,244,Loyal Customers
373,1,303.97,1,2,2,122,Lost
39,2,692.19,3,3,3,333,Need Attention
54,3,700.63,3,4,3,343,Loyal Customers
2,19,13110.02,5,5,5,555,Champions
9,3,377.44,5,4,2,542,Champions
9,2,168.24,5,3,1,531,Need Attention
19,4,1879.05,4,4,4,444,Champions
12,7,2791.35,5,5,5,555,Champions
113,2,355.11,2,3,2,232,At Risk
4,6,2322.4,5,5,5,555,Champions
240,1,110.25,1,2,1,121,Lost
113,1,71.4,2,2,1,221,Lost
178,2,674.52,2,3,3,233,At Risk
5,9,1694.16,5,5,4,554,Champions
359,1,80.64,1,2,1,121,Lost
1,5,1664.6499999999999,5,4,4,544,Champions
1,30,5589.4400000000005,5,5,5,555,Champions
19,8,3408.2,4,5,5,455,Champions
17,3,818.71,4,4,3,443,Champions
22,2,287.59,4,3,2,432,Need Attention
33,1,712.78,4,2,3,423,Potential Loyalists
263,1,15.0,1,2,1,121,Lost
51,2,772.55,3,3,3,333,Need Attention
159,3,367.63,2,4,2,242,Loyal Customers
15,1,271.2,4,2,2,422,Potential Loyalists
8,3,2081.9,5,4,5,545,Champions
13,10,3957.43,5,5,5,555,Champions
199,5,1143.27,1,4,4,144,Loyal Customers
57,2,245.33,3,3,1,331,Need Attention
11,2,173.45,5,3,1,531,Need Attention
97,4,1213.73,2,4,4,244,Loyal Customers
255,1,56.4,1,2,1,121,Lost
25,3,647.56,4,4,3,443,Champions
21,3,650.32,4,4,3,443,Champions
159,2,188.02,2,3,1,231,At Risk
72,2,283.47,3,3,2,332,Need Attention
53,1,131.94,3,2,1,321,Need Attention
85,2,266.85,2,3,2,232,At Risk
153,4,1817.54,2,4,4,244,Loyal Customers
74,2,1112.95,2,3,4,234,At Risk
281,1,225.9,1,2,1,121,Lost
27,14,1964.3,4,5,4,454,Champions
30,1,106.1,4,2,1,421,Potential Loyalists
25,1,300.34,4,2,2,422,Potential Loyalists
180,2,342.83,1,3,2,132,At Risk
40,4,690.0,3,4,3,343,Loyal Customers
22,3,780.43,4,4,3,443,Champions
22,10,3039.17,4,5,5,455,Champions
37,9,1186.21,3,5,4,354,Loyal Customers
82,3,1285.04,2,4,4,244,Loyal Customers
74,1,512.31,2,2,3,223,Lost
11,1,546.04,5,2,3,523,Potential Loyalists
16,12,5411.91,4,5,5,455,Champions
4,39,7755.12,5,5,5,555,Champions
13,4,699.81,5,4,3,543,Champions
14,5,1698.07,5,4,4,544,Champions
37,4,36.56,3,4,1,341,Loyal Customers
4,3,387.68,5,4,2,542,Champions
72,7,3704.87,3,5,5,355,Loyal Customers
51,1,298.4,3,2,2,322,Need Attention
5,5,1987.33,5,4,4,544,Champions
23,4,1165.09,4,4,4,444,Champions
299,1,889.24,1,2,3,123,Lost
2,3,398.7,5,4,2,542,Champions
33,1,35.400000000000006,4,2,1,421,Potential Loyalists
50,1,155.37,3,2,1,321,Need Attention
3,3,342.24,5,4,2,542,Champions
47,1,109.83,3,2,1,321,Need Attention
42,8,1535.33,3,5,4,354,Loyal Customers
27,5,2720.8,4,4,5,445,Champions
42,1,318.15,3,2,2,322,Need Attention
2,124,40495.99,5,5,5,555,Champions
303,1,197.73,1,2,1,121,Lost
107,1,51.559999999999995,2,2,1,221,Lost
81,9,901.2,2,5,3,253,Loyal Customers
218,4,605.8000000000001,1,4,3,143,Loyal Customers
372,34,5391.21,1,5,5,155,Loyal Customers
12,2,114.34,5,3,1,531,Need Attention
185,2,311.26,1,3,2,132,At Risk
373,1,208.97,1,2,1,121,Lost
2,4,1418.03,5,4,4,544,Champions
4,22,25301.54,5,5,5,555,Champions
6,12,5140.66,5,5,5,555,Champions
305,1,141.92,1,2,1,121,Lost
369,1,226.45000000000002,1,2,1,121,Lost
3,8,2097.88,5,5,5,555,Champions
324,1,330.9,1,2,2,122,Lost
59,6,3160.0,3,5,5,355,Loyal Customers
13,3,554.85,5,4,3,543,Champions
31,20,10524.22,4,5,5,455,Champions
143,1,329.65000000000003,2,2,2,222,Lost
30,6,1157.8700000000001,4,5,4,454,Champions
107,5,428.18,2,4,2,242,Loyal Customers
2,12,1865.8899999999999,5,5,4,554,Champions
205,1,155.9,1,2,1,121,Lost
80,5,1719.5800000000002,2,4,4,244,Loyal Customers
185,6,683.46,1,5,3,153,Loyal Customers
170,1,237.61,2,2,1,221,Lost
44,1,379.45,3,2,2,322,Need Attention
174,1,178.52,2,2,1,221,Lost
365,1,458.92,1,2,2,122,Lost
304,1,133.35,1,2,1,121,Lost
3,4,664.34,5,4,3,543,Champions
4,4,695.07,5,4,3,543,Champions
12,1,156.34,5,2,1,521,Potential Loyalists
32,3,869.28,4,4,3,443,Champions
129,1,111.35,2,2,1,221,Lost
21,8,716.0,4,5,3,453,Champions
212,2,201.37,1,3,1,131,At Risk
323,2,586.89,1,3,3,133,At Risk
162,1,203.85999999999999,2,2,1,221,Lost
56,3,244.1,3,4,1,341,Loyal Customers
225,1,107.21,1,2,1,121,Lost
72,8,1118.54,3,5,4,354,Loyal Customers
44,1,95.45,3,2,1,321,Need Attention
23,1,256.32,4,2,2,422,Potential Loyalists
173,3,541.81,2,4,3,243,Loyal Customers
85,2,152.06,2,3,1,231,At Risk
159,1,154.55,2,2,1,221,Lost
190,2,112.19999999999999,1,3,1,131,At Risk
29,1,110.38,4,2,1,421,Potential Loyalists
21,1,181.07,4,2,1,421,Potential Loyalists
71,4,798.99,3,4,3,343,Loyal Customers
247,1,72.9,1,2,1,121,Lost
374,1,232.03,1,2,1,121,Lost
9,1,366.23,5,2,2,522,Potential Loyalists
310,5,310.06,1,4,2,142,Loyal Customers
59,2,408.65,3,3,2,332,Need Attention
4,1,329.36,5,2,2,522,Potential Loyalists
45,3,335.03,3,4,2,342,Loyal Customers
88,1,1304.04,2,2,4,224,Lost
4,17,4107.6,5,5,5,555,Champions
64,4,820.23,3,4,3,343,Loyal Customers
282,1,207.50000000000003,1,2,1,121,Lost
12,7,2962.5,5,5,5,555,Champions
373,1,244.08,1,2,1,121,Lost
133,2,397.29,2,3,2,232,At Risk
45,2,184.46,3,3,1,331,Need Attention
11,4,843.0,5,4,3,543,Champions
36,5,1740.48,3,4,4,344,Loyal Customers
134,2,408.36,2,3,2,232,At Risk
29,3,1331.57,4,4,4,444,Champions
52,2,704.25,3,3,3,333,Need Attention
138,2,142.89000000000001,2,3,1,231,At Risk
5,1,380.13,5,2,2,522,Potential Loyalists
9,7,4301.22,5,5,5,555,Champions
160,1,99.14,2,2,1,221,Lost
49,9,2152.1800000000003,3,5,5,355,Loyal Customers
131,1,304.56,2,2,2,222,Lost
8,1,77.50000000000001,5,2,1,521,Potential Loyalists
233,2,149.57999999999998,1,3,1,131,At Risk
37,1,176.68,3,2,1,321,Need Attention
147,1,358.56000000000006,2,2,2,222,Lost
1,44,58030.48,5,5,5,555,Champions
72,3,482.2,3,4,2,342,Loyal Customers
40,3,1008.5400000000001,3,4,4,344,Loyal Customers
5,12,2314.13,5,5,5,555,Champions
199,4,557.3,1,4,3,143,Loyal Customers
249,1,12.75,1,2,1,121,Lost
66,1,110.72,3,2,1,321,Need Attention
117,1,508.46000000000004,2,2,3,223,Lost
171,1,73.78,2,2,1,221,Lost
21,39,1296.44,4,5,4,454,Champions
142,1,102.41,2,2,1,221,Lost
32,2,463.21,4,3,2,432,Need Attention
38,14,2599.19,3,5,5,355,Loyal Customers
38,5,1098.43,3,4,4,344,Loyal Customers
372,1,112.27,1,2,1,121,Lost
374,1,265.1,1,2,2,122,Lost
166,2,228.2,2,3,1,231,At Risk
211,1,562.79,1,2,3,123,Lost
242,1,135.19,1,2,1,121,Lost
52,1,337.04,3,2,2,322,Need Attention
25,3,703.99,4,4,3,443,Champions
15,13,4479.96,4,5,5,455,Champions
372,1,321.79,1,2,2,122,Lost
29,1,288.14,4,2,2,422,Potential Loyalists
365,1,300.91999999999996,1,2,2,122,Lost
36,4,729.01,3,4,3,343,Loyal Customers
166,3,811.45,2,4,3,243,Loyal Customers
145,1,152.68,2,2,1,221,Lost
22,1,631.35,4,2,3,423,Potential Loyalists
56,1,20.8,3,2,1,321,Need Attention
185,1,198.57,1,2,1,121,Lost
12,7,201.12,5,5,1,551,Champions
237,3,630.84,1,4,3,143,Loyal Customers
225,2,93.35,1,3,1,131,At Risk
122,4,674.89,2,4,3,243,Loyal Customers
282,1,76.1,1,2,1,121,Lost
74,8,1962.46,2,5,4,254,Loyal Customers
37,2,380.39,3,3,2,332,Need Attention
12,2,415.13,5,3,2,532,Need Attention
362,1,157.92,1,2,1,121,Lost
4,2,226.47,5,3,1,531,Need Attention
23,1,444.68,4,2,2,422,Potential Loyalists
70,9,2116.19,3,5,5,355,Loyal Customers
235,1,247.39,1,2,2,122,Lost
257,1,174.8,1,2,1,121,Lost
373,1,102.78999999999999,1,2,1,121,Lost
155,2,187.29,2,3,1,231,At Risk
28,1,154.27,4,2,1,421,Potential Loyalists
4,1,120.03,5,2,1,521,Potential Loyalists
32,5,1477.66,4,4,4,444,Champions
81,3,523.0,2,4,3,243,Loyal Customers
108,2,122.14,2,3,1,231,At Risk
52,1,38.45,3,2,1,321,Need Attention
36,1,612.72,3,2,3,323,Need Attention
153,2,389.78,2,3,2,232,At Risk
99,1,115.31,2,2,1,221,Lost
4,2,230.64999999999998,5,3,1,531,Need Attention
334,1,73.5,1,2,1,121,Lost
65,1,93.82000000000001,3,2,1,321,Need Attention
22,2,418.68,4,3,2,432,Need Attention
36,3,713.89,3,4,3,343,Loyal Customers
32,3,403.12,4,4,2,442,Champions
154,6,70.02,2,5,1,251,Loyal Customers
19,2,357.20000000000005,4,3,2,432,Need Attention
12,21,4097.37,5,5,5,555,Champions
54,1,165.04999999999998,3,2,1,321,Need Attention
25,3,529.29,4,4,3,443,Champions
4,10,2088.6,5,5,5,555,Champions
45,1,178.34,3,2,1,321,Need Attention
203,2,172.29000000000002,1,3,1,131,At Risk
359,1,74.4,1,2,1,121,Lost
71,1,300.02,3,2,2,322,Need Attention
7,10,6761.34,5,5,5,555,Champions
288,1,363.65,1,2,2,122,Lost
10,1,170.16,5,2,1,521,Potential Loyalists
23,3,306.46,4,4,2,442,Champions
22,10,2119.41,4,5,5,455,Champions
173,3,720.52,2,4,3,243,Loyal Customers
133,2,814.0,2,3,3,233,At Risk
6,14,2392.83,5,5,5,555,Champions
75,1,318.0,2,2,2,222,Lost
40,1,396.33,3,2,2,322,Need Attention
289,1,101.7,1,2,1,121,Lost
26,5,2009.24,4,4,4,444,Champions
258,2,453.0,1,3,2,132,At Risk
186,1,247.44,1,2,2,122,Lost
114,12,3859.82,2,5,5,255,Loyal Customers
374,1,489.6,1,2,3,123,Lost
23,10,2611.75,4,5,5,455,Champions
8,11,2584.41,5,5,5,555,Champions
217,2,336.13,1,3,2,132,At Risk
45,4,3613.15,3,4,5,345,Loyal Customers
19,2,1231.5,4,3,4,434,Need Attention
36,3,343.45,3,4,2,342,Loyal Customers
26,1,680.84,4,2,3,423,Potential Loyalists
16,1,90.48,4,2,1,421,Potential Loyalists
330,2,689.95,1,3,3,133,At Risk
274,1,101.34,1,2,1,121,Lost
291,1,3202.92,1,2,5,125,Lost
61,1,166.03,3,2,1,321,Need Attention
2,11,9068.26,5,5,5,555,Champions
93,4,2106.52,2,4,5,245,Loyal Customers
82,7,3017.3,2,5,5,255,Loyal Customers
313,2,580.05,1,3,3,133,At Risk
12,3,849.06,5,4,3,543,Champions
8,6,2662.4,5,5,5,555,Champions
127,1,168.31,2,2,1,221,Lost
11,2,222.4,5,3,1,531,Need Attention
1,60,259657.3,5,5,5,555,Champions
37,1,754.64,3,2,3,323,Need Attention
38,1,113.48000000000002,3,2,1,321,Need Attention
330,1,421.9,1,2,2,122,Lost
254,1,271.0,1,2,2,122,Lost
2,26,8004.92,5,5,5,555,Champions
20,1,198.8,4,2,1,421,Potential Loyalists
12,2,352.69,5,3,2,532,Need Attention
369,1,76.32000000000001,1,2,1,121,Lost
290,1,220.1,1,2,1,121,Lost
68,8,1399.51,3,5,4,354,Loyal Customers
26,1,314.4,4,2,2,422,Potential Loyalists
11,26,5622.68,5,5,5,555,Champions
368,1,180.7,1,2,1,121,Lost
214,1,111.15,1,2,1,121,Lost
149,2,653.3000000000001,2,3,3,233,At Risk
8,6,1791.84,5,5,4,554,Champions
24,2,574.4399999999999,4,3,3,433,Need Attention
30,4,1131.75,4,4,4,444,Champions
61,1,198.58,3,2,1,321,Need Attention
19,3,347.08,4,4,2,442,Champions
243,1,112.55000000000001,1,2,1,121,Lost
15,3,1059.39,4,4,4,444,Champions
212,1,931.5,1,2,4,124,Lost
29,5,681.91,4,4,3,443,Champions
63,3,784.33,3,4,3,343,Loyal Customers
295,1,152.65,1,2,1,121,Lost
18,6,8438.34,4,5,5,455,Champions
157,2,1019.52,2,3,4,234,At Risk
117,2,1000.16,2,3,4,234,At Risk
8,12,2888.75,5,5,5,555,Champions
13,4,2861.55,5,4,5,545,Champions
141,2,160.35,2,3,1,231,At Risk
46,2,179.34,3,3,1,331,Need Attention
51,3,612.0799999999999,3,4,3,343,Loyal Customers
32,3,566.58,4,4,3,443,Champions
135,2,653.35,2,3,3,233,At Risk
3,2,399.19,5,3,2,532,Need Attention
75,3,371.62,2,4,2,242,Loyal Customers
13,2,675.64,5,3,3,533,Need Attention
9,2,453.4,5,3,2,532,Need Attention
301,1,530.15,1,2,3,123,Lost
57,2,638.0600000000001,3,3,3,333,Need Attention
15,5,1618.69,4,4,4,444,Champions
37,1,399.65,3,2,2,322,Need Attention
177,1,302.46,2,2,2,222,Lost
23,3,1384.8600000000001,4,4,4,444,Champions
176,6,1160.04,2,5,4,254,Loyal Customers
61,1,202.65,3,2,1,321,Need Attention
33,3,980.3100000000001,4,4,4,444,Champions
59,5,1231.31,3,4,4,344,Loyal Customers
15,20,7561.68,4,5,5,455,Champions
87,4,2106.84,2,4,5,245,Loyal Customers
7,1,104.0,5,2,1,521,Potential Loyalists
358,1,476.35,1,2,2,122,Lost
31,6,1340.8700000000001,4,5,4,454,Champions
129,4,1590.81,2,4,4,244,Loyal Customers
9,6,1793.17,5,5,4,554,Champions
5,6,1843.75,5,5,4,554,Champions
24,1,366.85,4,2,2,422,Potential Loyalists
227,2,632.07,1,3,3,133,At Risk
15,1,49.8,4,2,1,421,Potential Loyalists
249,1,304.25,1,2,2,122,Lost
15,3,2001.04,4,4,4,444,Champions
78,2,1090.24,2,3,4,234,At Risk
192,2,284.46000000000004,1,3,2,132,At Risk
262,1,207.8,1,2,1,121,Lost
72,1,957.97,3,2,4,324,Need Attention
165,1,243.76,2,2,1,221,Lost
82,1,973.84,2,2,4,224,Lost
95,2,686.63,2,3,3,233,At Risk
4,17,5425.56,5,5,5,555,Champions
106,1,150.35,2,2,1,221,Lost
200,3,1396.99,1,4,4,144,Loyal Customers
157,1,160.42000000000002,2,2,1,221,Lost
71,3,1975.3500000000001,3,4,4,344,Loyal Customers
36,2,517.36,3,3,3,333,Need Attention
29,1,139.10000000000002,4,2,1,421,Potential Loyalists
2,6,2621.38,5,5,5,555,Champions
26,5,600.07,4,4,3,443,Champions
326,1,216.07,1,2,1,121,Lost
237,1,232.48000000000002,1,2,1,121,Lost
89,1,299.34000000000003,2,2,2,222,Lost
31,1,481.75,4,2,2,422,Potential Loyalists
29,2,621.75,4,3,3,433,Need Attention
211,2,641.92,1,3,3,133,At Risk
3,10,2069.77,5,5,5,555,Champions
227,1,305.28,1,2,2,122,Lost
22,5,1041.61,4,4,4,444,Champions
93,1,443.0,2,2,2,222,Lost
5,14,6484.54,5,5,5,555,Champions
264,1,158.95000000000002,1,2,1,121,Lost
3,12,5504.96,5,5,5,555,Champions
44,11,5228.05,3,5,5,355,Loyal Customers
218,1,93.75,1,2,1,121,Lost
57,2,779.9,3,3,3,333,Need Attention
12,20,7276.9,5,5,5,555,Champions
9,7,2810.2000000000003,5,5,5,555,Champions
192,5,2071.77,1,4,5,145,Loyal Customers
82,4,592.97,2,4,3,243,Loyal Customers
326,1,440.0,1,2,2,122,Lost
72,3,1796.48,3,4,4,344,Loyal Customers
30,6,882.24,4,5,3,453,Champions
3,5,987.1,5,5,4,554,Champions
219,5,1561.6100000000001,1,5,4,154,Loyal Customers
46,1,422.58,3,2,2,322,Need Attention
10,17,2073.09,5,5,5,555,Champions
72,4,2232.4900000000002,3,4,5,345,Loyal Customers
7,7,2567.06,5,5,5,555,Champions
24,2,596.1,4,3,3,433,Need Attention
123,2,804.02,2,3,3,233,At Risk
17,1,95.34,4,2,1,421,Potential Loyalists
310,1,349.27,1,2,2,122,Lost
87,1,4314.72,2,2,5,225,Lost
51,2,518.27,3,3,3,333,Need Attention
89,1,103.30000000000001,2,2,1,221,Lost
39,8,2337.63,3,5,5,355,Loyal Customers
25,3,2338.6,4,4,5,445,Champions
173,6,2628.35,2,5,5,255,Loyal Customers
43,2,324.24,3,3,2,332,Need Attention
140,1,149.48,2,2,1,221,Lost
26,3,1213.16,4,4,4,444,Champions
72,2,801.51,3,3,3,333,Need Attention
134,1,25.5,2,2,1,221,Lost
366,1,168.60000000000002,1,2,1,121,Lost
38,2,283.15000000000003,3,3,2,332,Need Attention
3,6,3078.58,5,5,5,555,Champions
2,3,204.0,5,4,1,541,Champions
30,1,175.92,4,2,1,421,Potential Loyalists
44,1,335.86,3,2,2,322,Need Attention
58,1,110.38,3,2,1,321,Need Attention
74,1,173.9,2,2,1,221,Lost
278,1,180.60000000000002,1,2,1,121,Lost
181,1,80.82,1,2,1,121,Lost
8,2,178.05,5,3,1,531,Need Attention
4,16,2039.58,5,5,5,555,Champions
43,3,1837.28,3,4,4,344,Loyal Customers
